Actors,Awards,Box_Office,DVD,Director,Genre,IMDB_ID,IMDB_Rating,IMDB_votes,Language,MetaCritic,Movie,Plot,Production,Rated,Released,Rotten Tomatoes,Runtime,Type,Website,Writers,Year
"Ranveer Singh, Anushka Sharma Kohli, Ranjit Batra, Manu Rishi Chadha",9 wins & 12 nominations.,N/A,04 Apr 2011,Maneesh Sharma,"Comedy, Drama, Romance",tt1610452,7.3,"11,512","Hindi, English, Panjabi",N/A,Band Baaja Baaraat,"Shruti and Bittoo become partners in their very own ""Wedding planning ka bijness"" in Delhi and in the process discover friendship, love and one another.",Yash Raj Films,NOT RATED,10 Dec 2010,,139 min,movie,http://www.bandbaajabaaraat.com/,"Amitabh Bhattacharya (lyrics), Habib Faisal (screenplay & dialogues), Maneesh Sharma (story)",2010
"Tiger Shroff, Kriti Sanon, Parth Akerkar, Anuradha Chandan",3 wins & 11 nominations.,N/A,N/A,Sabir Khan,"Action, Romance",tt3142232,5.4,"6,673",Hindi,N/A,Heropanti,"A man loves a woman, whose family does not believe in love.",UTV Communications,NOT RATED,23 May 2014,,146 min,movie,N/A,Sanjeev Dutta,2014
"Rajat Barmecha, Sanjay Gandhi, Ronit Roy, Manjot Singh",13 wins & 21 nominations.,"$7,461",05 Oct 2010,Vikramaditya Motwane,"Crime, Drama",tt1639426,8.2,"36,295",Hindi,N/A,Udaan,"Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father.",UTV Motion Pictures,NOT RATED,16 Jul 2010,,134 min,movie,http://www.udaanthefilm.net/,"Vikramaditya Motwane, Anurag Kashyap, Satyanshu Singh (Rohan's poems and stories), Devanshu Singh (Rohan's poems and stories)",2010
"Amitabh Bachchan, Kareena Kapoor Khan, Arjun Kapoor, Jaya Bhaduri",N/A,N/A,N/A,R. Balki,"Comedy, Romance",tt4744086,5.8,"4,181","Hindi, Tamil, Telugu",N/A,Ki & Ka,"Follows a young, married couple whose relationship challenges the gender roles placed upon women and men in Indian society.",N/A,NOT RATED,01 Apr 2016,,126 min,movie,N/A,"R. Balki, Rishi Virmani",2016
"Salman Khan, Jacqueline Fernandez, Nawazuddin Siddiqui, Randeep Hooda",5 wins & 12 nominations.,N/A,N/A,Sajid Nadiadwala,Action,tt2372222,5.4,"19,669",Hindi,N/A,Kick,"Devi Lal Singh, a typical youth with an anomalous standard of living, tries to find pleasure in whatever he does. He eventually becomes a thief and dons a new name, Devil.",UTV Communications,NOT RATED,25 Jul 2014,60%,146 min,movie,https://www.facebook.com/KickHindiOfficial,"Vakkantham Vamsi (story), Rajat Arora (screenplay), Keith Gomes (screenplay), Sajid Nadiadwala (screenplay), Chetan Bhagat (additional screenplay), Rajat Arora (dialogue)",2014
"Akshay Kumar, John Abraham, Deepika Padukone, Chitrangda Singh",2 wins & 5 nominations.,"$1,066,167",N/A,Rohit Dhawan,"Comedy, Drama, Romance",tt1985981,5.9,"10,995","Hindi, Gujarati, Panjabi, English",N/A,Desi Boyz,"Two friends lose their jobs, then part bitterly after they get exposed as male escorts.",Eros Entertainment,NOT RATED,25 Nov 2011,,122 min,movie,http://www.desiboyzthefilm.com/,"Rohit Dhawan (screenplay), Rohit Dhawan (story), Renuka Kunzru (dialogue), Milap Zaveri (additional screenplay)",2011
Anupam Kher,N/A,N/A,N/A,Vijay Ratnakar Gutte,Drama,tt6986710,N/A,N/A,Hindi,N/A,The Accidental Prime Minister,N/A,N/A,N/A,N/A,,N/A,movie,N/A,"Sanjaya Baru (book), Hansal Mehta",2018
"Ajay Devgn, Akshaye Khanna, Bipasha Basu, Paresh Rawal",N/A,N/A,25 Jan 2011,Priyadarshan,"Action, Crime, Drama",tt1708453,7.0,"2,584","Hindi, English",N/A,Aakrosh,The Central Bureau of Investigation deputes an Officer to investigate the disappearance of three medical students.,Eros International,N/A,15 Oct 2010,,115 min,movie,http://www.aakroshthefilm.com/,"Robin Bhatt (story & screenplay), Aditya Dhar (dialogues), Irshad Kamil (lyrics), Akash Khurana (story & screenplay), Pit Kuhlmann (translation: german)",2010
"Krrish Chhabria, Hetal Gada, Vipin Sharma, Gulfam Khan",2 wins & 4 nominations.,N/A,N/A,Nagesh Kukunoor,Drama,tt4088588,8.0,"2,427",Hindi,N/A,Rainbow,"Believing actor and goodwill ambassador Shah Rukh Khan can help her brother get an operation to restore his sight, a 10-year old girl takes her blind 8-year old brother on a trek across Rajasthan in search of the superstar.",N/A,N/A,17 Jun 2016,71%,106 min,movie,N/A,Nagesh Kukunoor (screenplay),2015
"Akshay Kumar, Riteish Deshmukh, Arjun Rampal, Deepika Padukone",5 wins & 11 nominations.,"$642,156",19 Oct 2010,Sajid Khan,Comedy,tt1573072,5.4,"10,117","Hindi, Gujarati",N/A,Housefull,"Believing himself to be jinxed, a man attempts to find true love, but instead gets caught in a web of lies.",Eros Entertainment,NOT RATED,30 Apr 2010,,144 min,movie,http://www.housefullthefilm.com,"Anvita Dutt Guptan (dialogues), Sajid Khan (screenplay), Sajid Nadiadwala (story), Sameer (lyrics), Vibha Singh (screenplay), Milap Zaveri (screenplay)",2010
"Madhavan, Ritika Singh, Mumtaz Sorcar, Nassar",2 wins & 1 nomination.,"$76,931",N/A,Sudha Kongara,"Action, Drama, Sport",tt5310090,7.7,"8,886","Hindi, Tamil, Tamil",N/A,Saala Khadoos,The story of a former boxer who quits boxing following a fallout with the authorities over the underlying politics but goes on to coach a fisherwoman to fulfill his dream through her.,UTV Communications,N/A,29 Jan 2016,100%,109 min,movie,N/A,"Sudha Kongara (script), Sudha Kongara (story and screenplay), Sudha Kongara, Madhavan (screenplay and dialogue), Arun Matheshwaran (dialogue), Manoj Tripathi (hindi dialogue), Amitabh Verma (hindi dialogue)",2016
"Hrithik Roshan, Aishwarya Rai Bachchan, Shernaz Patel, Aditya Roy Kapoor",3 wins & 11 nominations.,"$1,017,335",18 Jan 2011,Sanjay Leela Bhansali,"Comedy, Drama, Romance",tt1438298,7.5,"13,665","Hindi, English",N/A,Guzaarish,A paralyzed Magician-turned-Radio Jockey files a Petition in Court seeking permission to end his life.,UTV Communications,N/A,19 Nov 2010,71%,126 min,movie,http://www.guzaarishthefilm.com/,"Sanjay Leela Bhansali (screenplay), Bhavani Iyer (dialogue), Bhavani Iyer (screenplay), Vibhu Puri (dialogue), Turaz (lyrics)",2010
"Riteish Deshmukh, Vivek Oberoi, Aftab Shivdasani, Suresh Menon",3 wins & 3 nominations.,"$404,789",N/A,Indra Kumar,"Comedy, Drama, Romance",tt2476154,4.3,"4,955",Hindi,N/A,Grand Masti,"Meet, Prem, and Amar look to have a blast at their college reunion, though they soon find themselves in another predicament.",Mehboob Studio,NOT RATED,13 Sep 2013,,137 min,movie,https://www.facebook.com/GrandMastiFilm,"Tushar Hiranandani (story and screenplay), Milap Zaveri (dialogue), Milap Zaveri (story and screenplay)",2013
"Niharica Raizada, Rajat Barmecha, Lucy Pinder, Om Puri",N/A,N/A,N/A,Param Gill,"Action, Thriller",tt4642936,4.2,57,"Hindi, English",N/A,Warrior Savitri,"A modern day adaptation of the legendary fable of Savitri, Satyavaan and Yamaraj from Mahabharata, one of the major Sanskrit epics of ancient India. The modern day Savitri is adept in martial arts and will do anything to save her husband.",N/A,N/A,25 Aug 2016,,120 min,movie,N/A,Param Gill,2016
"Varun Dhawan, Alia Bhatt, Ashutosh Rana, Sidharth Shukla",2 wins & 3 nominations.,N/A,N/A,Shashank Khaitan,"Comedy, Drama, Romance",tt3678938,6.0,"8,619","Hindi, English",N/A,Humpty Sharma Ki Dulhania,Two spoiled brats meet over the purchase of an expensive wedding skirt in Delhi. Thus begins a romance under the shadow of her arranged marriage.,Reliance Entertainment,NOT RATED,11 Jul 2014,,133 min,movie,http://www.facebook.com/HSKDOfficial,Shashank Khaitan,2014
"Kalki Koechlin, Prashant Prakash, Naseeruddin Shah, Gulshan Devaiah",N/A,N/A,N/A,Anurag Kashyap,"Crime, Drama, Mystery",tt1580704,6.7,"2,877","Hindi, English, Kannada, Marathi",N/A,That Girl in Yellow Boots,A British woman faces challenges while attempting to locate her father in India.,Indiepix,N/A,02 Sep 2011,50%,103 min,movie,http://www.thatgirlinyellowboots.com,"Anurag Kashyap, Kalki Koechlin",2010
"Ayushmann Khurrana, Parineeti Chopra, Prabal Panjabi, June Malia",N/A,N/A,N/A,Akshay Roy,"Comedy, Drama, Romance",tt5472374,5.7,"2,158",Hindi,N/A,Meri Pyaari Bindu,"A successful writer Abhimanyu Roy, stuck with writers block, returns to his roots to write an old-fashioned love story.",Yash Raj Films,N/A,12 May 2017,33%,117 min,movie,N/A,Suprotim Sengupta,2017
,,,,,,,,,,,,,,,,,,,,,
"Nawazuddin Siddiqui, Geetanjali Thapa, Manya Gupta, Vikram Bhagra",3 wins & 3 nominations.,N/A,N/A,Geethu Mohandas,"Adventure, Drama, Family",tt2343621,6.9,394,Hindi,N/A,Liar's Dice,A mother and her daughter embarks on a desperate journey to find her missing husband. She met an guy who promised to help her for money. With limited money it become difficult to continue the search which leads to anxiety and despair.,N/A,N/A,N/A,,104 min,movie,N/A,Geethu Mohandas,2013
"Aida Elkashef, Yogesh Shah, Faraz Khan, Hannan Youssef",13 wins & 13 nominations.,N/A,N/A,Anand Gandhi,Drama,tt1773764,8.1,"4,969","English, Arabic, Swedish, Hindi",N/A,Ship of Theseus,"The film explores questions of identity, justice, beauty, meaning and death through an experimental photographer, an ailing monk and a young stockbroker.",Recyclewala Films,N/A,19 Jul 2013,100%,140 min,movie,http://www.facebook.com/sotfilm,"Anand Gandhi, Anand Gandhi (story), Khushboo Ranka (story), Pankaj Kumar (story), Mahendra Shrivas (Street Play Writer)",2012
"Deepika Padukone, Naseeruddin Shah, Basilo Dias, Kevin D'Mello",2 wins & 28 nominations.,"$515,393",N/A,Homi Adajania,"Adventure, Comedy, Drama",tt3142688,5.8,"5,500","English, Hindi, Konkani",N/A,Finding Fanny,A man embarks on a road trip to find his lost love.,Fox International,N/A,12 Sep 2014,73%,102 min,movie,http://www.facebook.com/foxstarhindi,"Homi Adajania, Kersi Khambatta",2014
"Imran Khan, Anushka Sharma Kohli, Pankaj Kapur, Lekha Washington",2 nominations.,N/A,25 Feb 2013,Vishal Bhardwaj,"Comedy, Drama",tt2106537,5.7,"5,540","Hindi, Haryanvi",46,Matru ki Bijlee ka Mandola,"Harry is an industrialist who loves his daughter Bijlee, and the bond they share with Harry's man friday, Matru. Bijlee's plan to wed the son of a politician, however, brings twists and turns in the lives of Matru, Bijlee and Mandola.",Fox International,NOT RATED,11 Jan 2013,38%,151 min,movie,http://www.facebook.com/matrubijleemandola,"Vishal Bhardwaj (dialogue), Vishal Bhardwaj (screenplay), Abhishek Chaubey (screenplay)",2013
"Priyanka Chopra, Prakash Jha, Manav Kaul, Ninad Kamat",N/A,N/A,N/A,Prakash Jha,"Crime, Drama",tt4979082,5.7,"2,152",Hindi,N/A,Jai Gangaajal,A newly appointed Senior Inspector finds herself against very powerful goons and having people from her own department against her.,Viva Entertainment,N/A,04 Mar 2016,40%,149 min,movie,N/A,Prakash Jha,2016
"Akshay Kumar, Jacqueline Fernandez, Nargis Fakhri, Abhishek Bachchan",1 nomination.,"$1,157,163",N/A,"Sajid, Farhad Samji","Action, Comedy, Romance",tt4559046,5.2,"5,989",Hindi,N/A,Housefull 3,"A father doesn't want his three daughters to get married. Now, it's up to three men to try to and convince the father that they're a good fit for his daughters.",N/A,NOT RATED,03 Jun 2016,29%,140 min,movie,N/A,"K. Subhash (story), Farhad Samji (screenplay), Sajid (screenplay), Rajan Agarwal (additional screenplay), Farhad Samji (dialogue), Sajid (dialogue), Jitendra Parmar (story writer)",2016
"Ranveer Singh, Sonakshi Sinha, Barun Chanda, Adil Hussain",4 wins & 21 nominations.,"$581,813",12 Jan 2015,Vikramaditya Motwane,"Drama, Romance",tt2224317,7.3,"12,244",Hindi,N/A,Lootera,"An aristocrat's daughter falls in love with a visiting archaeologist, but he holds a secret that could drive them apart.",Eros,NOT RATED,05 Jul 2013,,136 min,movie,N/A,"O. Henry (short story ""The Last Leaf""), Bhavani Iyer (screenplay), Anurag Kashyap (dialogue), Vikramaditya Motwane (screenplay)",2013
"Akshay Kumar, Kareena Kapoor Khan, Shruti Haasan, Chitrangda Singh",N/A,"$276,429",N/A,Krish Jagarlamudi,"Action, Crime, Thriller",tt2424988,7.2,"19,197",Hindi,N/A,Gabbar is Back,A grief-stricken man takes the law into his own hands when he begins to kidnap and murder corrupt public servants.,Eros Entertainment,NOT RATED,01 May 2015,29%,128 min,movie,http://www.deewaneindia.com/bollywood-movies/gabbar-is-back/,"A.R. Murugadoss (story), Rajat Arora (additional screenplay), Rajat Arora (dialogue)",2015
"Amitabh Bachchan, Dhanush, Akshara Haasan, Abhinaya",N/A,"$241,720",N/A,R. Balki,Drama,tt3836958,6.8,"6,147",Hindi,N/A,Shamitabh,"An aspiring actor with the inability to speak, joins forces with a man who has a powerful voice. Together they take the film industry by storm, but will their egos get in the way?",Eros Entertainment,NOT RATED,06 Feb 2015,78%,155 min,movie,https://www.facebook.com/shamitabh,R. Balki,2015
"Arjun Kapoor, Parineeti Chopra",N/A,N/A,N/A,Vipul Amrutlal Shah,"Comedy, Romance",tt7607940,N/A,N/A,Hindi,N/A,Namastey Canada,N/A,N/A,N/A,07 Dec 2018,,N/A,movie,N/A,N/A,2018
"Shahid Kapoor, Alia Bhatt, Pankaj Kapur, Sanjay Kapoor",1 nomination.,N/A,N/A,Vikas Bahl,"Comedy, Drama, Romance",tt4007558,3.7,"3,747",Hindi,N/A,Shaandaar,"In the backdrop of a destination wedding in London, two families try to save their respective empires, unbeknownst to each other.",Phantom Films,NOT RATED,22 Oct 2015,13%,144 min,movie,N/A,"Vikas Bahl (story), Chaitally Parmar (story), Anvita Dutt (screenplay and dialogue)",2015
"Gippy Grewal, Aditi Sharma, Guggu Gill, Kulwinder Billa",N/A,N/A,N/A,Simerjit Singh,"Drama, War",tt7246718,N/A,N/A,"Panjabi, Hindi, Tamil, Telugu",N/A,Subedar Joginder Singh,It is a biographical feature film on India's Highest Wartime Gallantry Award - Param Vir Chakra winner Subedar Joginder Singh. He fought three wars (as per records) for India before ...,Seven Colors Motion Pictures,N/A,06 Apr 2018,,N/A,movie,N/A,Rashid Rangrez,2018
"Kamal Haasan, Rahul Bose, Shekhar Kapur, Pooja Kumar",3 wins & 10 nominations.,N/A,N/A,Kamal Haasan,"Action, Thriller",tt2199711,8.4,"36,603","Tamil, Hindi, Telugu, Arabic, Pushto",N/A,Vishwaroopam,"Vishwanathan, a Kathak dance teacher in New York, is in a rather happy marriage with Nirupama who is a nuclear oncologist. She hires a detective to keep a watch on her husband, who ...",Blue Sky Cinemas,N/A,25 Jan 2013,100%,148 min,movie,N/A,"Kamal Haasan, Atul Tiwari (hindi dialogue)",2013
"Siddhartha Gupta, Swapnel Desai, Farhan Akhtar, Vipin Sharma",12 nominations.,"$262,511",18 May 2010,Vijay Lalwani,"Drama, Romance, Thriller",tt1373156,7.0,"8,563","Hindi, Urdu",N/A,Karthik Calling Karthik,"A loner, Karthik achieves success, and even wins the heart of his gorgeous co-worker, after getting early morning mysterious phone calls from someone claiming to be him.",Eros Entertainment,N/A,26 Feb 2010,,135 min,movie,http://www.erosentertainment.com/,"Vijay Lalwani (story, screenplay & dialogue)",2010
"Salman Khan, Anupam Kher, Varun Dhawan, Ileana D'Cruz",1 win & 3 nominations.,"$274,579",N/A,David Dhawan,"Action, Comedy, Romance",tt2762334,5.3,"5,947",Hindi,N/A,Main Tera Hero,Sreenath Prasad aka Seenu is the most notorious boy in Ooty. He drops out of college in Ooty in order to pursue education in a Bangalore college. Here he falls in love with Sunaina. But ...,Eros Entertainment,N/A,04 Apr 2014,20%,128 min,movie,N/A,"Tushar Hiranandani (story and screenplay), Milap Zaveri (dialogue)",2014
"Malaika Arora, Karan Ashar, Mohammed Zeeshan Ayyub, Karim Hajee",1 nomination.,N/A,N/A,Abhishek Dogra,"Comedy, Romance",tt4332114,4.5,"2,104",Hindi,N/A,Dolly Ki Doli,Dolly is a con woman who marries unsuspecting men and on the wedding night runs away with their money. On the case is a police officer and two disgruntled grooms.,Viva Entertainment,N/A,23 Jan 2015,88%,98 min,movie,https://www.facebook.com/DollyKiDoliTheMovie,"Abhishek Dogra, Uma Shankar Singh",2015
"John Abraham, Genelia D'Souza, Raj Babbar, Mohnish Bahl",2 wins & 1 nomination.,N/A,N/A,Nishikant Kamat,"Action, Crime, Drama",tt1992138,6.4,"5,897","Hindi, Panjabi, Marathi, English",N/A,Force,A vengeful drug-dealer/gangster targets and terrorizes an entire police unit and their families.,Fox Searchlight,R,30 Sep 2011,,137 min,movie,http://www.forcethemovie.com/,"Gautham Menon (original story by), Ritesh Shah",2011
"Anushka Shetty, Allu Arjun, Rana Daggubati, Vikramjeet Virk",4 wins.,N/A,N/A,Gunasekhar,"Action, Biography, History",tt2807410,6.2,"2,151","Telugu, Tamil, Malayalam, Hindi",N/A,Rudhramadevi,Queen Rudrama Devi's reign in southern India during the 13th century is herein recounted.,N/A,N/A,09 Oct 2015,,157 min,movie,N/A,"Gunasekhar (story & screenplay), Gopalakrishna Paruchuri (dialogue), Gopalakrishna Paruchuri, Venkateswara Rao Paruchuri (dialogue), Venkateswara Rao Paruchuri, Rajasimha, Prasad Thota",2015
"Madhavan, Kangana Ranaut, Jimmy Shergill, Deepak Dobriyal",1 win & 7 nominations.,N/A,N/A,Anand L. Rai,"Comedy, Drama, Romance",tt1694542,6.7,"10,573","Hindi, Panjabi",N/A,Tanu Weds Manu,"Manu comes to India to find a bride for himself and falls for Tanu at first sight but Tanu, a free spirited girl has no plans of marrying him.",Viva Entertainment,NOT RATED,25 Feb 2011,,113 min,movie,http://www.tanuwedsmanu.com/,Himanshu Sharma (screenplay & dialogue),2011
"Amitabh Bachchan, Saif Ali Khan, Manoj Bajpayee, Deepika Padukone",4 wins & 8 nominations.,N/A,09 Dec 2014,Prakash Jha,Drama,tt1848771,6.2,"4,150","Hindi, English",N/A,Aarakshan,A decision by India's supreme court tests a man's friendships and loyalty.,Reliance Big Pictures,N/A,12 Aug 2011,67%,164 min,movie,http://www.aarakshanthefilm.com/,"Prakash Jha, Anjum Rajabali",2011
"Manoj Bajpayee, Barry John, Delzad Hiwale, Vega Tamotia",3 wins.,N/A,N/A,Bedabrata Pain,"Action, Drama, War",tt1785333,7.3,"1,096",Hindi,N/A,Chittagong,"Set in the turbulence of the 1930s British India, a 14 year old boy, Jhunku, and his journey to find where he belongs. For the first time in Indian history, the British army is defeated by ...",N/A,NOT RATED,12 Oct 2012,,105 min,movie,N/A,"Bedabrata Pain, Shonali Bose",2012
